symbol,trade_date,open,high,low,close,volume,amount
000417,20230103,5.39,5.43,5.2,5.23,548368.5,289118.98
000417,20230104,5.22,5.28,5.14,5.26,336459.98,176045.404
000417,20230105,5.21,5.22,5.06,5.07,333502.63,170455.613
000417,20230106,5.08,5.1,4.8,4.82,356846.09,174226.641
000417,20230109,4.85,5.01,4.84,4.93,298033.38,147326.939
000417,20230110,4.94,5.0,4.88,4.94,191753.14,94843.006
000417,20230111,4.91,4.97,4.7,4.7,232579.0,111242.957
000417,20230112,4.71,4.77,4.65,4.69,148990.71,70058.29
000417,20230113,4.68,4.76,4.67,4.75,124564.0,58815.559
000417,20230116,4.77,5.23,4.69,5.23,460798.43,233335.29
000417,20230117,5.75,5.75,5.31,5.5,1428470.43,797557.925
000417,20230118,5.23,5.26,5.01,5.04,1151683.2,589434.399
000417,20230119,5.05,5.11,4.96,4.96,516554.06,259023.909
000417,20230120,4.99,5.02,4.96,4.99,290565.96,145045.456
000417,20230130,5.06,5.17,5.04,5.11,419598.58,214621.123
000417,20230131,5.09,5.42,5.03,5.4,544619.07,289003.961
000417,20230201,5.42,5.43,5.25,5.31,363601.39,192810.392
000417,20230202,5.33,5.37,5.25,5.32,260855.7,138468.046
000417,20230203,5.32,5.34,5.23,5.28,180088.37,94987.56
000417,20230206,5.26,5.3,5.21,5.25,169329.37,89089.02
000417,20230207,5.23,5.27,5.19,5.24,152865.0,79893.438
000417,20230208,5.25,5.27,5.13,5.14,134872.51,69877.696
000417,20230209,5.14,5.16,5.11,5.14,147427.1,75638.563
000417,20230210,5.14,5.21,5.13,5.16,137663.0,71113.43
000417,20230213,5.16,5.26,5.14,5.24,162039.39,84371.208
000417,20230214,5.24,5.25,5.17,5.19,117513.1,61052.581
000417,20230215,5.2,5.21,5.1,5.13,145826.81,75005.079
000417,20230216,5.13,5.23,5.02,5.07,184950.4,95255.563
000417,20230217,5.09,5.25,5.08,5.09,164219.08,84582.767
000417,20230220,5.11,5.18,5.03,5.17,139038.0,71103.106
000417,20230221,5.15,5.24,5.14,5.22,143311.08,74553.163
000417,20230222,5.21,5.26,5.18,5.23,113157.01,59174.177
000417,20230223,5.25,5.33,5.21,5.25,188120.29,99047.055
000417,20230224,5.23,5.3,5.22,5.27,112155.26,59001.116
000417,20230227,5.26,5.27,5.18,5.19,110836.38,57901.733
000417,20230228,5.19,5.3,5.19,5.28,107695.74,56660.926
000417,20230301,5.3,5.31,5.24,5.28,119298.38,62898.538
000417,20230302,5.28,5.3,5.2,5.24,112022.22,58818.822
000417,20230303,5.24,5.28,5.2,5.27,111968.53,58788.166
000417,20230306,5.27,5.32,5.24,5.31,144880.38,76700.158
000417,20230307,5.31,5.31,5.16,5.17,117698.0,61605.67
000417,20230308,5.16,5.22,5.15,5.2,74933.0,38876.611
000417,20230309,5.18,5.22,5.11,5.14,83586.01,43050.654
000417,20230310,5.11,5.15,5.05,5.06,95510.0,48526.494
000417,20230313,5.05,5.11,5.02,5.09,78321.45,39649.103
000417,20230314,5.07,5.12,4.95,4.98,98052.93,49238.849
000417,20230315,5.0,5.07,4.99,5.03,70189.0,35305.28
000417,20230316,5.01,5.03,4.94,4.96,81247.0,40480.867
000417,20230317,4.97,5.04,4.96,4.97,80190.65,40105.753
000417,20230320,4.92,4.98,4.87,4.89,124972.28,61392.328
000417,20230321,4.92,5.08,4.87,5.07,141174.28,70577.979
000417,20230322,5.12,5.12,5.04,5.07,75891.02,38454.658
000417,20230323,5.07,5.07,5.01,5.03,73800.08,37172.069
000417,20230324,5.04,5.06,4.98,5.02,72772.19,36525.328
000417,20230327,5.03,5.07,4.94,5.0,98637.02,49370.243
000417,20230328,5.03,5.09,4.97,5.03,110430.87,55732.066
000417,20230329,5.05,5.1,4.95,4.96,102148.08,51146.833
000417,20230330,4.97,5.03,4.91,5.0,106536.5,52976.976
000417,20230331,5.0,5.16,4.98,5.15,161729.5,82571.287
000417,20230403,5.14,5.24,5.11,5.2,150336.0,77802.985
000417,20230404,5.19,5.2,5.1,5.13,81637.69,41978.932
000417,20230406,5.15,5.17,5.03,5.06,100038.47,50722.446
000417,20230407,5.05,5.08,5.02,5.04,81316.8,41052.119
000417,20230410,5.01,5.03,4.54,4.56,515322.8,241332.625
000417,20230411,4.56,4.57,4.47,4.53,257757.6,116207.117
000417,20230412,4.53,4.64,4.52,4.62,235188.62,108215.813
000417,20230413,4.61,4.73,4.6,4.72,158274.07,74194.732
000417,20230414,4.74,4.74,4.63,4.63,116750.62,54415.329
000417,20230417,4.61,4.67,4.59,4.66,111937.06,51905.445
000417,20230418,4.66,4.67,4.59,4.64,106948.9,49524.248
000417,20230419,4.63,4.66,4.59,4.63,102034.95,47158.554
000417,20230420,4.63,4.67,4.59,4.63,106302.96,49197.796
000417,20230421,4.63,4.72,4.57,4.58,129144.24,59828.304
000417,20230424,4.59,4.64,4.48,4.6,124035.5,56682.006
000417,20230425,4.61,4.61,4.49,4.6,118574.5,53947.207
000417,20230426,4.63,4.73,4.61,4.7,202243.88,94546.876
000417,20230427,4.7,4.75,4.68,4.71,140703.19,66479.601
